Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
260,Mfiondu Kabengele\kabenmf01,PF,23,CLE,2,0,20,2,4,.500,1,3,.333,1,1,1.000,.625,0,0,,0,5,5,1,2,0,1,4,5
261,Frank Kaminsky\kaminfr01,C,27,PHO,33,13,487,82,175,.469,26,64,.406,56,111,.505,.543,22,35,.629,22,97,119,53,10,13,15,42,212
262,Enes Kanter\kanteen01,C,28,POR,54,34,1430,273,449,.608,0,1,.000,273,448,.609,.608,105,134,.784,234,406,640,68,28,39,68,138,651
263,Luke Kennard\kennalu01,SG,24,LAC,50,12,962,151,309,.489,79,168,.470,72,141,.511,.617,16,19,.842,12,120,132,84,17,8,39,78,397
264,Maxi Kleber\klebima01,PF,29,DAL,38,32,1060,91,208,.438,69,159,.434,22,49,.449,.603,32,35,.914,34,172,206,50,21,27,25,89,283
265,Nathan Knight\knighna01,PF,23,ATL,24,0,198,27,70,.386,5,20,.250,22,50,.440,.421,31,39,.795,19,30,49,6,7,7,14,17,90
266,Kevin Knox\knoxke01,SF,21,NYK,35,0,439,54,134,.403,34,84,.405,20,50,.400,.530,14,18,.778,10,46,56,18,11,6,16,36,156
267,John Konchar\konchjo01,SG,24,MEM,29,0,407,38,87,.437,13,36,.361,25,51,.490,.511,18,22,.818,24,62,86,35,25,7,14,31,107
268,Furkan Korkmaz\korkmfu01,SG,23,PHI,43,6,820,134,330,.406,76,204,.373,58,126,.460,.521,53,73,.726,12,77,89,52,38,8,39,50,397
269,Luke Kornet\kornelu01,PF-C,25,TOT,19,0,179,21,54,.389,12,38,.316,9,16,.563,.500,2,5,.400,6,30,36,10,2,14,3,8,56
269,Luke Kornet\kornelu01,PF,25,CHI,13,0,94,9,27,.333,6,23,.261,3,4,.750,.444,2,4,.500,1,14,15,4,2,7,1,1,26
269,Luke Kornet\kornelu01,C,25,BOS,6,0,85,12,27,.444,6,15,.400,6,12,.500,.556,0,1,.000,5,16,21,6,0,7,2,7,30
270,Rodions Kurucs\kurucro01,SF-PF,22,TOT,18,0,113,8,27,.296,4,18,.222,4,9,.444,.370,1,2,.500,5,17,22,10,8,4,10,11,21
270,Rodions Kurucs\kurucro01,PF,22,BRK,5,0,16,1,3,.333,1,2,.500,0,1,.000,.500,0,0,,0,3,3,2,0,0,0,1,3
270,Rodions Kurucs\kurucro01,SF,22,HOU,11,0,75,5,21,.238,2,15,.133,3,6,.500,.286,1,2,.500,2,9,11,4,6,4,9,7,13
270,Rodions Kurucs\kurucro01,SF,22,MIL,2,0,22,2,3,.667,1,1,1.000,1,2,.500,.833,0,0,,3,5,8,4,2,0,1,3,5
271,Kyle Kuzma\kuzmaky01,SF,25,LAL,52,22,1465,256,593,.432,105,303,.347,151,290,.521,.520,50,74,.676,94,252,346,84,22,30,93,90,667
272,Anthony Lamb\lamban01,SF,23,HOU,10,0,122,7,35,.200,3,20,.150,4,15,.267,.243,3,4,.750,13,16,29,3,1,1,3,14,20
273,Jeremy Lamb\lambje01,SG,28,IND,33,8,692,105,247,.425,46,117,.393,59,130,.454,.518,70,74,.946,22,96,118,47,30,19,21,64,326
274,Romeo Langford\langfro01,SG,21,BOS,6,1,80,6,18,.333,3,7,.429,3,11,.273,.417,3,3,1.000,6,8,14,2,2,1,3,5,18
275,Zach LaVine\lavinza01,SG,25,CHI,52,52,1828,510,1008,.506,176,425,.414,334,583,.573,.593,232,274,.847,32,233,265,262,42,25,189,120,1428
276,Jake Layman\laymaja01,SF,26,MIN,39,11,588,85,170,.500,21,72,.292,64,98,.653,.562,25,35,.714,13,51,64,27,28,17,24,40,216
277,Jalen Lecque\lecquja01,PG,20,IND,4,0,12,1,9,.111,0,1,.000,1,8,.125,.111,3,3,1.000,2,3,5,2,0,0,0,0,5
278,Damion Lee\leeda03,SG,28,GSW,53,1,995,114,255,.447,71,184,.386,43,71,.606,.586,40,44,.909,19,145,164,69,35,7,26,82,339
279,Saben Lee\leesa01,PG,21,DET,32,7,492,65,136,.478,7,14,.500,58,122,.475,.504,46,70,.657,15,47,62,106,20,8,32,50,183
280,Alex Len\lenal01,C,27,TOT,45,23,701,119,194,.613,7,22,.318,112,172,.651,.631,51,85,.600,46,124,170,39,14,49,39,91,296
280,Alex Len\lenal01,C,27,TOR,7,2,76,5,10,.500,3,6,.500,2,4,.500,.650,3,6,.500,0,11,11,3,1,6,8,10,16
280,Alex Len\lenal01,C,27,WAS,38,21,625,114,184,.620,4,16,.250,110,168,.655,.630,48,79,.608,46,113,159,36,13,43,31,81,280
281,Kawhi Leonard\leonaka01,SF,29,LAC,45,45,1559,425,825,.515,88,223,.395,337,602,.560,.568,230,262,.878,52,244,296,227,77,19,88,75,1168
282,Meyers Leonard\leoname01,C,28,MIA,3,2,29,3,7,.429,3,7,.429,0,0,,.643,1,2,.500,0,7,7,2,0,0,2,5,10
283,Caris LeVert\leverca01,SG,26,TOT,29,21,894,199,462,.431,48,155,.310,151,307,.492,.483,76,95,.800,21,109,130,148,40,15,55,56,522
283,Caris LeVert\leverca01,SG,26,BRK,12,4,334,87,200,.435,22,63,.349,65,137,.474,.490,26,34,.765,10,42,52,72,13,6,26,20,222
283,Caris LeVert\leverca01,SG,26,IND,17,17,560,112,262,.427,26,92,.283,86,170,.506,.477,50,61,.820,11,67,78,76,27,9,29,36,300
284,Kira Lewis Jr.\lewiski01,PG,19,NOP,36,0,573,95,226,.420,27,77,.351,68,149,.456,.480,23,30,.767,8,36,44,83,28,7,21,57,240
285,Damian Lillard\lillada01,PG,30,POR,52,52,1867,460,1046,.440,212,560,.379,248,486,.510,.541,360,389,.925,26,192,218,398,46,14,165,85,1492
286,Nassir Little\littlna01,PF,20,POR,35,2,494,64,132,.485,26,68,.382,38,64,.594,.583,33,38,.868,24,69,93,17,4,12,14,42,187
287,Kevon Looney\looneke01,C,24,GSW,43,16,688,65,118,.551,4,13,.308,61,105,.581,.568,20,29,.690,71,107,178,80,18,17,26,86,154
288,Brook Lopez\lopezbr01,C,32,MIL,52,52,1417,219,457,.479,75,222,.338,144,235,.613,.561,79,93,.849,75,181,256,40,32,72,46,106,592
289,Robin Lopez\lopezro01,C,32,WAS,53,9,1075,195,312,.625,5,18,.278,190,294,.646,.633,75,106,.708,111,104,215,46,14,32,56,89,470
290,Kevin Love\loveke01,PF,32,CLE,10,10,203,34,87,.391,22,59,.373,12,28,.429,.517,20,26,.769,6,48,54,20,6,2,15,12,110
291,Kyle Lowry\lowryky01,PG,34,TOR,40,40,1385,225,515,.437,108,276,.391,117,239,.490,.542,125,142,.880,33,186,219,290,43,10,116,126,683
292,Timothé Luwawu-Cabarrot\luwawti01,SF,25,BRK,47,7,906,110,306,.359,65,206,.316,45,100,.450,.466,29,36,.806,24,91,115,60,30,6,39,88,314
293,Trey Lyles\lylestr01,PF,25,SAS,23,9,358,43,90,.478,14,40,.350,29,50,.580,.556,15,23,.652,9,77,86,14,6,1,6,13,115
294,Will Magnay\magnawi01,C,22,NOP,1,0,3,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,0,0,1,1,0
295,Thon Maker\makerth01,C,23,CLE,8,0,76,10,18,.556,0,2,.000,10,16,.625,.556,10,11,.909,8,10,18,4,2,4,3,7,30
296,Théo Maledon\maledth01,PG,19,OKC,48,32,1311,161,431,.374,80,225,.356,81,206,.393,.466,62,82,.756,17,144,161,161,43,6,100,103,464
297,Karim Mané\maneka01,PG,20,ORL,10,0,88,3,13,.231,1,2,.500,2,11,.182,.269,4,5,.800,1,13,14,4,0,2,3,10,11
298,Terance Mann\mannte01,SG,24,LAC,53,4,964,131,260,.504,27,63,.429,104,197,.528,.556,53,68,.779,46,150,196,85,24,13,32,100,342
299,Nico Mannion\mannini01,PG,19,GSW,20,1,279,31,90,.344,18,49,.367,13,41,.317,.444,20,25,.800,2,29,31,52,13,1,24,25,100
300,Boban Marjanović\marjabo01,C,32,DAL,24,3,217,49,102,.480,0,6,.000,49,96,.510,.480,20,26,.769,39,66,105,7,1,5,9,25,118
301,Lauri Markkanen\markkla01,PF,23,CHI,33,25,920,182,374,.487,78,200,.390,104,174,.598,.591,63,75,.840,26,159,185,30,14,12,40,50,505
302,Naji Marshall\marshna01,SF,23,NOP,14,3,203,15,45,.333,4,17,.235,11,28,.393,.378,21,30,.700,2,32,34,25,7,5,6,22,55
303,Caleb Martin\martica02,SF,25,CHO,39,2,553,72,186,.387,24,85,.282,48,101,.475,.452,24,39,.615,24,81,105,49,28,8,27,40,192
304,Cody Martin\martico01,SF,25,CHO,41,2,586,63,141,.447,12,46,.261,51,95,.537,.489,18,32,.563,33,71,104,56,22,8,27,35,156
305,Kelan Martin\martike03,SF,25,IND,19,0,98,13,34,.382,5,16,.313,8,18,.444,.456,3,3,1.000,4,16,20,4,5,2,6,9,34
306,Kenyon Martin Jr.\martike04,SF,20,HOU,27,0,520,73,132,.553,12,30,.400,61,102,.598,.598,33,44,.750,45,78,123,18,13,26,20,47,191
307,Frank Mason III\masonfr01,PG,26,ORL,4,1,79,9,24,.375,2,5,.400,7,19,.368,.417,5,7,.714,3,9,12,12,0,0,5,7,25
308,Garrison Mathews\mathega01,SG,24,WAS,47,22,866,83,194,.428,65,159,.409,18,35,.514,.595,66,74,.892,14,59,73,23,25,6,9,86,297
309,Dakota Mathias\mathida01,SG,25,PHI,8,2,123,19,48,.396,8,26,.308,11,22,.500,.479,2,6,.333,1,6,7,13,1,3,1,7,48
310,Wesley Matthews\matthwe02,SG,34,LAL,46,6,916,69,199,.347,53,157,.338,16,42,.381,.480,30,35,.857,14,60,74,46,30,15,21,68,221
311,Tyrese Maxey\maxeyty01,SG,20,PHI,46,6,648,133,298,.446,19,69,.275,114,229,.498,.478,33,38,.868,9,61,70,72,16,7,28,53,318
312,Skylar Mays\mayssk01,SG,23,ATL,26,0,197,28,70,.400,10,29,.345,18,41,.439,.471,18,21,.857,9,16,25,21,11,0,7,13,84
313,Patrick McCaw\mccawpa01,SF,25,TOR,5,0,33,1,1,1.000,0,0,,1,1,1.000,1.000,3,3,1.000,1,2,3,4,2,0,0,6,5
314,CJ McCollum\mccolcj01,SG,29,POR,29,29,962,246,553,.445,114,284,.401,132,269,.491,.548,67,79,.848,18,95,113,135,30,15,37,54,673
315,T.J. McConnell\mccontj01,PG,28,IND,50,2,1282,186,332,.560,9,30,.300,177,302,.586,.574,20,32,.625,38,143,181,326,85,18,96,79,401
316,Jaden McDaniels\mcdanja02,PF,20,MIN,48,14,1095,121,279,.434,53,147,.361,68,132,.515,.529,22,37,.595,39,137,176,54,25,49,34,123,317
317,Jalen McDaniels\mcdanja01,SF,23,CHO,28,5,389,65,129,.504,16,45,.356,49,84,.583,.566,19,27,.704,15,56,71,22,9,8,20,51,165
318,Doug McDermott\mcderdo01,PF,29,IND,51,19,1245,261,502,.520,85,223,.381,176,279,.631,.605,60,71,.845,52,134,186,68,16,4,44,86,667
319,Sean McDermott\mcderse01,SF,24,MEM,15,0,153,13,33,.394,5,22,.227,8,11,.727,.470,8,8,1.000,6,13,19,4,2,3,4,8,39
320,JaVale McGee\mcgeeja01,C,33,TOT,37,1,543,119,228,.522,5,20,.250,114,208,.548,.533,38,59,.644,60,130,190,34,18,42,51,91,281
320,JaVale McGee\mcgeeja01,C,33,CLE,33,1,503,112,215,.521,5,20,.250,107,195,.549,.533,36,55,.655,54,116,170,33,16,40,45,80,265
320,JaVale McGee\mcgeeja01,C,33,DEN,4,0,40,7,13,.538,0,0,,7,13,.538,.538,2,4,.500,6,14,20,1,2,2,6,11,16
321,Rodney McGruder\mcgruro01,SG,29,DET,16,2,194,37,70,.529,11,24,.458,26,46,.565,.607,6,8,.750,8,14,22,16,8,1,7,12,91
322,Alfonzo McKinnie\mckinal01,SF,28,LAL,32,0,199,34,66,.515,12,29,.414,22,37,.595,.606,9,17,.529,14,28,42,6,4,0,4,20,89
323,Jordan McLaughlin\mclaujo01,PG,24,MIN,35,2,705,73,189,.386,22,64,.344,51,125,.408,.444,16,22,.727,15,61,76,148,39,6,37,33,184
324,Ben McLemore\mclembe01,SG,27,TOT,36,4,608,91,253,.360,63,189,.333,28,64,.438,.484,29,39,.744,13,60,73,30,21,3,31,62,274
324,Ben McLemore\mclembe01,SG,27,HOU,32,4,537,80,224,.357,55,166,.331,25,58,.431,.480,23,32,.719,11,55,66,28,20,3,28,51,238
324,Ben McLemore\mclembe01,SG,27,LAL,4,0,71,11,29,.379,8,23,.348,3,6,.500,.517,6,7,.857,2,5,7,2,1,0,3,11,36
325,Nicolò Melli\mellini01,PF,30,TOT,31,4,393,27,91,.297,13,56,.232,14,35,.400,.368,9,10,.900,18,65,83,32,11,2,9,47,76
325,Nicolò Melli\mellini01,PF,30,NOP,22,0,241,15,59,.254,7,37,.189,8,22,.364,.314,6,7,.857,12,45,57,25,9,1,7,28,43
325,Nicolò Melli\mellini01,PF,30,DAL,9,4,152,12,32,.375,6,19,.316,6,13,.462,.469,3,3,1.000,6,20,26,7,2,1,2,19,33
326,De'Anthony Melton\meltode01,PG,22,MEM,35,1,696,131,273,.480,63,139,.453,68,134,.507,.595,27,35,.771,23,89,112,93,43,17,43,58,352
327,Sam Merrill\merrisa01,SG,24,MIL,23,1,183,27,59,.458,18,39,.462,9,20,.450,.610,4,4,1.000,6,20,26,19,5,1,9,13,76
328,Chimezie Metu\metuch01,C,23,SAC,21,0,191,38,67,.567,3,8,.375,35,59,.593,.590,11,18,.611,20,36,56,15,4,11,13,31,90
329,Khris Middleton\middlkh01,SF,29,MIL,51,51,1709,384,797,.482,111,255,.435,273,542,.504,.551,155,175,.886,41,265,306,277,57,9,142,123,1034
330,Darius Miller\milleda01,SF,30,OKC,18,0,197,22,48,.458,17,42,.405,5,6,.833,.635,12,12,1.000,2,22,24,21,13,5,8,13,73
331,Patty Mills\millspa02,PG,32,SAS,51,0,1307,211,492,.429,132,339,.389,79,153,.516,.563,57,63,.905,17,72,89,129,34,2,48,66,611
332,Paul Millsap\millspa01,PF,35,DEN,42,34,929,143,289,.495,42,110,.382,101,179,.564,.567,52,74,.703,59,138,197,69,37,27,37,89,380
333,Shake Milton\miltosh01,SG,24,PHI,46,2,1106,230,509,.452,48,149,.322,182,360,.506,.499,120,140,.857,29,79,108,136,29,12,77,99,628
334,Donovan Mitchell\mitchdo01,PG,24,UTA,52,52,1750,471,1076,.438,175,454,.385,296,622,.476,.519,262,311,.842,49,182,231,275,52,14,142,116,1379
335,Adam Mokoka\mokokad01,SG,22,CHI,9,0,47,6,15,.400,1,8,.125,5,7,.714,.433,0,0,,1,3,4,4,2,1,2,5,13
336,Malik Monk\monkma01,SG,22,CHO,32,0,694,148,322,.460,70,165,.424,78,157,.497,.568,53,65,.815,12,73,85,61,16,4,47,39,419
337,E'Twaun Moore\mooreet01,SG,31,PHO,24,1,348,43,102,.422,8,29,.276,35,73,.479,.461,8,10,.800,13,29,42,35,14,4,18,31,102
338,Ja Morant\moranja01,PG,21,MEM,44,44,1399,298,667,.447,41,152,.270,257,515,.499,.478,195,264,.739,41,111,152,326,38,8,137,63,832
339,Juwan Morgan\morgaju01,PF,23,UTA,19,0,84,7,17,.412,3,11,.273,4,6,.667,.500,1,5,.200,6,10,16,4,4,0,2,14,18
340,Marcus Morris\morrima03,PF,31,LAC,44,16,1140,209,446,.469,109,229,.476,100,217,.461,.591,49,59,.831,27,152,179,46,25,11,39,91,576
341,Markieff Morris\morrima02,PF,31,LAL,48,24,969,133,299,.445,60,169,.355,73,130,.562,.545,30,41,.732,38,183,221,54,16,16,42,89,356
342,Monte Morris\morrimo01,PG,25,DEN,42,11,1105,167,349,.479,48,126,.381,119,223,.534,.547,54,69,.783,9,82,91,137,29,12,32,44,436
343,Mychal Mulder\muldemy01,PG,26,GSW,43,2,424,54,130,.415,42,111,.378,12,19,.632,.577,11,19,.579,1,34,35,17,9,8,9,29,161
344,Dejounte Murray\murrade01,PG,24,SAS,50,50,1583,332,728,.456,48,151,.318,284,577,.492,.489,82,100,.820,36,306,342,261,80,5,84,103,794
345,Jamal Murray\murraja01,PG,23,DEN,48,48,1704,378,792,.477,129,316,.408,249,476,.523,.559,133,153,.869,37,157,194,231,64,13,108,95,1018
346,Mike Muscala\muscami01,C,29,OKC,35,0,645,119,267,.446,68,184,.370,51,83,.614,.573,33,36,.917,19,113,132,28,8,11,21,54,339
347,Sviatoslav Mykhailiuk\mykhasv01,SF-SG,23,TOT,50,12,964,136,340,.400,79,232,.341,57,108,.528,.516,33,42,.786,19,97,116,79,40,8,60,42,384
347,Sviatoslav Mykhailiuk\mykhasv01,SF,23,DET,36,5,634,84,223,.377,57,171,.333,27,52,.519,.504,24,30,.800,11,63,74,57,27,6,39,33,249
347,Sviatoslav Mykhailiuk\mykhasv01,SG,23,OKC,14,7,330,52,117,.444,22,61,.361,30,56,.536,.538,9,12,.750,8,34,42,22,13,2,21,9,135
348,Abdel Nader\naderab01,SF,27,PHO,24,0,355,57,116,.491,18,43,.419,39,73,.534,.569,28,37,.757,7,55,62,19,10,9,19,34,160
349,Larry Nance Jr.\nancela02,PF,28,CLE,29,27,950,115,236,.487,36,95,.379,79,141,.560,.564,26,41,.634,50,155,205,91,52,17,44,61,292
350,Aaron Nesmith\nesmiaa01,SF,21,BOS,30,0,398,35,94,.372,22,67,.328,13,27,.481,.489,11,16,.688,14,51,65,10,9,6,15,43,103
351,Raul Neto\netora01,PG,28,WAS,47,8,962,150,334,.449,45,123,.366,105,211,.498,.516,43,52,.827,17,86,103,101,51,4,36,74,388
352,Georges Niang\niangge01,PF,27,UTA,55,1,785,114,262,.435,80,195,.410,34,67,.507,.588,7,7,1.000,18,105,123,39,16,6,35,83,315
353,Zeke Nnaji\nnajize01,PF,20,DEN,34,1,341,44,87,.506,20,50,.400,24,37,.649,.621,12,15,.800,13,43,56,6,5,4,7,26,120
354,Nerlens Noel\noelne01,C,26,NYK,49,26,1133,105,175,.600,0,2,.000,105,173,.607,.600,33,50,.660,110,197,307,33,52,104,58,131,243
355,Jaylen Nowell\nowelja01,SG,21,MIN,37,0,704,136,314,.433,47,138,.341,89,176,.506,.508,42,51,.824,18,69,87,59,21,10,27,68,361
356,Frank Ntilikina\ntilila01,PG,22,NYK,21,4,253,23,64,.359,17,37,.459,6,27,.222,.492,7,14,.500,4,20,24,14,15,1,10,34,70
357,Kendrick Nunn\nunnke01,PG,25,MIA,40,28,1140,207,453,.457,79,217,.364,128,236,.542,.544,42,46,.913,17,109,126,108,41,10,62,76,535
358,Jusuf Nurkić\nurkiju01,C,26,POR,20,20,449,74,149,.497,7,21,.333,67,128,.523,.520,29,50,.580,38,114,152,63,20,18,42,61,184
359,David Nwaba\nwabada01,SF,28,HOU,30,9,679,106,218,.486,17,63,.270,89,155,.574,.525,47,68,.691,40,78,118,31,30,21,17,60,276
360,Jordan Nwora\nworajo01,SF,22,MIL,21,2,207,41,95,.432,19,45,.422,22,50,.440,.532,15,19,.789,4,36,40,7,12,5,16,15,116
361,Royce O'Neale\onealro01,SF,27,UTA,54,54,1722,126,293,.430,79,211,.374,47,82,.573,.565,34,40,.850,66,305,371,134,41,27,61,150,365
362,Semi Ojeleye\ojelese01,PF,26,BOS,45,9,810,74,185,.400,52,134,.388,22,51,.431,.541,24,32,.750,26,97,123,33,11,0,17,50,224
363,Jahlil Okafor\okafoja01,C,25,DET,14,0,144,30,50,.600,1,4,.250,29,46,.630,.610,7,8,.875,13,19,32,7,2,2,5,15,68
364,Chuma Okeke\okekech01,PF,22,ORL,37,11,895,97,229,.424,36,103,.350,61,126,.484,.502,24,31,.774,35,115,150,82,31,17,29,40,254
365,Josh Okogie\okogijo01,SG,22,MIN,42,26,868,68,184,.370,19,76,.250,49,108,.454,.421,59,72,.819,39,67,106,45,44,18,33,91,214
366,Onyeka Okongwu\okongon01,C,20,ATL,33,2,357,53,86,.616,0,1,.000,53,85,.624,.616,24,41,.585,33,66,99,8,14,19,15,62,130
367,Isaac Okoro\okorois01,SG,20,CLE,48,48,1528,147,342,.430,43,136,.316,104,206,.505,.493,62,88,.705,43,92,135,85,48,21,67,132,399
368,KZ Okpala\okpalkz01,PF,21,MIA,26,9,325,27,66,.409,11,37,.297,16,29,.552,.492,2,6,.333,15,35,50,11,6,8,12,44,67
369,Victor Oladipo\oladivi01,SG,28,TOT,33,33,1080,235,576,.408,78,239,.326,157,337,.466,.476,104,138,.754,12,148,160,151,46,14,83,81,652
369,Victor Oladipo\oladivi01,SG,28,IND,9,9,300,64,152,.421,25,69,.362,39,83,.470,.503,27,37,.730,1,50,51,38,15,2,18,23,180
369,Victor Oladipo\oladivi01,SG,28,HOU,20,20,669,155,381,.407,49,153,.320,106,228,.465,.471,65,83,.783,8,87,95,99,24,10,51,45,424
369,Victor Oladipo\oladivi01,SG,28,MIA,4,4,111,16,43,.372,4,17,.235,12,26,.462,.419,12,18,.667,3,11,14,14,7,2,14,13,48
370,Kelly Olynyk\olynyke01,C-PF,29,TOT,53,45,1453,224,482,.465,96,294,.327,128,188,.681,.564,57,71,.803,59,281,340,119,49,33,74,150,601
370,Kelly Olynyk\olynyke01,C,29,MIA,43,38,1157,162,376,.431,77,243,.317,85,133,.639,.533,31,40,.775,44,217,261,91,40,26,55,123,432
370,Kelly Olynyk\olynyke01,PF,29,HOU,10,7,296,62,106,.585,19,51,.373,43,55,.782,.675,26,31,.839,15,64,79,28,9,7,19,27,169
371,Miye Oni\onimi01,SG,23,UTA,39,0,352,28,79,.354,24,70,.343,4,9,.444,.506,5,6,.833,18,48,66,14,6,7,11,44,85
372,Cedi Osman\osmande01,SF,25,CLE,48,17,1167,167,464,.360,78,260,.300,89,204,.436,.444,54,72,.750,29,131,160,126,44,8,52,86,466
373,Daniel Oturu\oturuda01,C,21,LAC,21,0,82,12,24,.500,0,1,.000,12,23,.522,.500,2,4,.500,8,13,21,6,1,3,5,12,26
374,Kelly Oubre Jr.\oubreke01,SF,25,GSW,50,50,1542,289,658,.439,82,259,.317,207,399,.519,.502,104,149,.698,72,230,302,69,53,38,62,113,764
375,Jabari Parker\parkeja01,PF,25,SAC,3,0,27,4,7,.571,0,1,.000,4,6,.667,.571,0,0,,1,5,6,1,0,1,3,4,8
376,Eric Paschall\pascher01,PF,24,GSW,39,2,676,144,293,.491,17,53,.321,127,240,.529,.520,64,89,.719,27,97,124,51,12,7,41,65,369
377,Anžejs Pasečņiks\pasecan01,C,25,WAS,1,0,6,0,1,.000,0,1,.000,0,0,,.000,0,0,,1,0,1,1,0,0,5,2,0
378,Patrick Patterson\pattepa01,PF,31,LAC,27,2,376,47,105,.448,26,71,.366,21,34,.618,.571,11,14,.786,11,38,49,21,10,7,8,36,131
379,Justin Patton\pattoju01,C,23,HOU,13,6,247,29,70,.414,9,34,.265,20,36,.556,.479,3,4,.750,14,35,49,14,12,14,4,34,70
380,Chris Paul\paulch01,PG,35,PHO,53,53,1677,317,652,.486,70,191,.366,247,461,.536,.540,134,144,.931,21,225,246,462,78,11,118,127,838
381,Cameron Payne\payneca01,PG,26,PHO,43,0,740,116,247,.470,44,107,.411,72,140,.514,.559,33,37,.892,10,89,99,161,26,9,44,72,309
382,Elfrid Payton\paytoel01,PG,26,NYK,46,46,1201,229,511,.448,24,84,.286,205,427,.480,.472,68,97,.701,57,110,167,157,35,9,80,89,550
383,Gary Payton II\paytoga02,PG,28,GSW,2,0,0,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0
384,Norvel Pelle\pelleno01,C,27,TOT,6,0,36,3,8,.375,0,0,,3,8,.375,.375,4,6,.667,4,7,11,1,0,5,3,10,10
384,Norvel Pelle\pelleno01,C,27,BRK,3,0,28,3,7,.429,0,0,,3,7,.429,.429,0,0,,3,4,7,0,0,3,3,9,6
384,Norvel Pelle\pelleno01,C,27,SAC,1,0,4,0,1,.000,0,0,,0,1,.000,.000,3,4,.750,1,0,1,1,0,0,0,1,3
384,Norvel Pelle\pelleno01,C,27,NYK,2,0,4,0,0,,0,0,,0,0,,,1,2,.500,0,3,3,0,0,2,0,0,1
385,Reggie Perry\perryre01,PF,20,BRK,20,0,196,31,74,.419,4,20,.200,27,54,.500,.446,10,13,.769,24,42,66,14,6,6,14,35,76
386,Theo Pinson\pinsoth01,SG,25,NYK,14,0,31,1,9,.111,0,8,.000,1,1,1.000,.111,0,0,,0,2,2,1,0,0,1,4,2
387,Mason Plumlee\plumlma01,C,30,DET,50,50,1355,208,345,.603,0,7,.000,208,338,.615,.603,100,151,.662,131,322,453,176,42,44,94,167,516
388,Jakob Poeltl\poeltja01,C,25,SAS,52,34,1350,192,305,.630,0,0,,192,305,.630,.630,38,92,.413,171,244,415,98,33,84,64,120,422
389,Vincent Poirier\poirivi01,C,27,PHI,10,0,39,3,12,.250,0,1,.000,3,11,.273,.250,2,6,.333,6,8,14,2,0,3,4,8,8
390,Aleksej Pokusevski\pokusal01,PF,19,OKC,33,16,775,93,279,.333,43,149,.289,50,130,.385,.410,22,26,.846,23,134,157,64,14,33,62,39,251
391,Jordan Poole\poolejo01,SG,21,GSW,33,6,579,121,275,.440,54,155,.348,67,120,.558,.538,51,56,.911,5,44,49,61,14,4,29,51,347
392,Jontay Porter\portejo01,PF,21,MEM,5,0,19,2,7,.286,1,5,.200,1,2,.500,.357,0,0,,2,7,9,1,2,0,5,6,5
393,Kevin Porter Jr.\porteke02,SG,20,HOU,17,14,529,99,232,.427,26,97,.268,73,135,.541,.483,38,54,.704,11,56,67,113,15,7,60,37,262
394,Michael Porter Jr.\portemi01,SF,22,DEN,44,37,1344,294,551,.534,104,247,.421,190,304,.625,.628,71,93,.763,82,259,341,44,28,40,49,91,763
395,Otto Porter\porteot01,SF-PF,27,TOT,28,6,606,98,227,.432,39,104,.375,59,123,.480,.518,36,42,.857,28,124,152,55,16,4,25,41,271
395,Otto Porter\porteot01,SF,27,CHI,25,6,540,89,202,.441,38,95,.400,51,107,.477,.535,31,37,.838,28,110,138,50,12,4,25,37,247
395,Otto Porter\porteot01,PF,27,ORL,3,0,66,9,25,.360,1,9,.111,8,16,.500,.380,5,5,1.000,0,14,14,5,4,0,0,4,24
396,Bobby Portis\portibo01,C,25,MIL,49,5,1052,234,444,.527,56,119,.471,178,325,.548,.590,34,46,.739,88,268,356,52,37,19,43,83,558
397,Kristaps Porziņģis\porzikr01,C,25,DAL,34,34,1054,268,558,.480,79,214,.369,189,344,.549,.551,90,108,.833,68,251,319,54,14,55,47,91,705
398,Dwight Powell\poweldw01,C,29,DAL,39,8,571,59,115,.513,5,20,.250,54,95,.568,.535,60,77,.779,45,84,129,32,23,13,20,85,183
399,Norman Powell\powelno01,SG-SF,27,TOT,52,41,1604,337,689,.489,139,323,.430,198,366,.541,.590,177,207,.855,30,131,161,91,63,13,94,121,990
399,Norman Powell\powelno01,SG,27,TOR,42,31,1277,282,566,.498,118,269,.439,164,297,.552,.602,141,163,.865,19,107,126,77,47,8,77,98,823
399,Norman Powell\powelno01,SF,27,POR,10,10,327,55,123,.447,21,54,.389,34,69,.493,.533,36,44,.818,11,24,35,14,16,5,17,23,167
400,Taurean Prince\princta02,PF,26,TOT,36,10,793,109,284,.384,50,131,.382,59,153,.386,.472,61,72,.847,18,111,129,67,22,22,38,66,329
400,Taurean Prince\princta02,PF,26,BRK,12,4,218,30,74,.405,13,37,.351,17,37,.459,.493,24,27,.889,2,32,34,7,8,8,11,21,97
400,Taurean Prince\princta02,PF,26,CLE,24,6,575,79,210,.376,37,94,.394,42,116,.362,.464,37,45,.822,16,79,95,60,14,14,27,45,232
