Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Precious Achiuwa\achiupr01,PF,21,MIA,51,2,12.3,2.1,3.7,.555,0.0,0.0,,2.1,3.7,.555,.555,1.0,1.9,.505,1.3,2.2,3.5,0.5,0.3,0.5,0.7,1.6,5.1
2,Jaylen Adams\adamsja01,PG,24,MIL,7,0,2.6,0.1,1.1,.125,0.0,0.3,.000,0.1,0.9,.167,.125,0.0,0.0,,0.0,0.4,0.4,0.3,0.0,0.0,0.0,0.1,0.3
3,Steven Adams\adamsst01,C,27,NOP,50,50,27.9,3.3,5.4,.614,0.0,0.1,.000,3.3,5.4,.621,.614,1.0,2.4,.430,3.9,5.0,8.9,1.9,1.0,0.7,1.5,2.0,7.7
4,Bam Adebayo\adebaba01,C,23,MIA,48,48,33.5,7.2,12.7,.566,0.0,0.2,.250,7.1,12.5,.570,.567,4.6,5.6,.808,2.4,7.0,9.4,5.3,1.0,1.1,2.6,2.3,19.0
5,LaMarcus Aldridge\aldrila01,C,35,TOT,26,23,25.9,5.4,11.4,.473,1.2,3.1,.388,4.2,8.3,.505,.525,1.6,1.8,.872,0.7,3.8,4.5,1.9,0.4,1.1,1.0,1.8,13.5
5,LaMarcus Aldridge\aldrila01,C,35,SAS,21,18,25.9,5.5,11.8,.464,1.3,3.6,.360,4.2,8.2,.509,.518,1.5,1.8,.838,0.8,3.7,4.5,1.7,0.4,0.9,1.0,1.7,13.7
5,LaMarcus Aldridge\aldrila01,C,35,BRK,5,5,26.0,5.0,9.6,.521,0.8,1.0,.800,4.2,8.6,.488,.563,2.0,2.0,1.000,0.4,4.4,4.8,2.6,0.6,2.2,1.4,2.2,12.8
6,Ty-Shon Alexander\alexaty01,SG,22,PHO,8,0,2.9,0.1,1.0,.125,0.1,0.8,.167,0.0,0.3,.000,.188,0.1,0.3,.500,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.1,0.5
7,Nickeil Alexander-Walker\alexani01,SG,22,NOP,41,10,20.8,3.9,9.2,.418,1.6,4.6,.348,2.3,4.7,.487,.504,1.0,1.3,.750,0.2,2.8,3.1,2.0,1.0,0.5,1.4,1.9,10.2
8,Grayson Allen\allengr01,SG,25,MEM,39,27,24.8,3.5,8.2,.425,2.2,5.4,.396,1.3,2.7,.481,.557,1.5,1.6,.906,0.4,2.8,3.2,2.2,0.9,0.2,1.0,1.4,10.6
9,Jarrett Allen\allenja01,C,22,TOT,44,26,28.7,4.8,7.5,.633,0.1,0.3,.417,4.6,7.2,.642,.641,3.5,4.9,.704,3.0,6.9,9.9,1.7,0.5,1.7,1.5,1.6,13.1
9,Jarrett Allen\allenja01,C,22,BRK,12,5,26.7,3.7,5.4,.677,0.0,0.0,,3.7,5.4,.677,.677,3.8,5.1,.754,3.2,7.3,10.4,1.7,0.6,1.6,1.8,1.8,11.2
9,Jarrett Allen\allenja01,C,22,CLE,32,21,29.4,5.2,8.3,.623,0.2,0.4,.417,5.0,7.9,.632,.632,3.3,4.8,.684,3.0,6.7,9.7,1.7,0.4,1.7,1.3,1.5,13.8
10,Al-Farouq Aminu\aminual01,PF,30,TOT,18,14,21.1,2.0,5.0,.400,0.4,1.8,.219,1.6,3.2,.500,.439,0.9,1.1,.842,1.1,4.2,5.3,1.6,0.9,0.5,1.5,1.3,5.3
10,Al-Farouq Aminu\aminual01,PF,30,ORL,17,14,21.6,2.1,5.2,.404,0.4,1.8,.226,1.7,3.4,.500,.444,0.8,1.0,.824,1.2,4.2,5.4,1.7,1.0,0.5,1.5,1.3,5.5
10,Al-Farouq Aminu\aminual01,PF,30,CHI,1,0,12.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,2.0,2.0,1.000,0.0,5.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0
11,Kyle Anderson\anderky01,PF,27,MEM,50,50,27.3,4.6,9.7,.470,1.4,3.8,.363,3.2,5.9,.539,.541,2.0,2.6,.769,0.8,5.1,5.9,3.5,1.3,0.8,1.3,1.7,12.5
12,Giannis Antetokounmpo\antetgi01,PF,26,MIL,45,45,34.0,10.4,18.4,.565,1.1,3.8,.302,9.3,14.7,.632,.595,6.8,9.9,.687,1.8,9.6,11.4,6.2,1.1,1.3,3.8,2.9,28.8
13,Kostas Antetokounmpo\antetko01,PF,23,LAL,12,0,3.4,0.3,0.6,.429,0.0,0.0,,0.3,0.6,.429,.429,0.3,0.6,.429,0.3,0.8,1.1,0.1,0.2,0.3,0.8,0.5,0.8
14,Thanasis Antetokounmpo\antetth01,SF,28,MIL,41,2,10.9,1.6,2.9,.547,0.2,0.6,.304,1.4,2.3,.606,.577,0.4,0.9,.486,1.1,1.4,2.5,0.8,0.4,0.2,0.9,1.4,3.7
15,Carmelo Anthony\anthoca01,PF,36,POR,53,3,25.1,4.8,11.5,.413,1.7,4.5,.382,3.0,7.0,.434,.489,2.1,2.4,.874,0.5,2.7,3.2,1.6,0.7,0.6,1.0,2.2,13.3
16,Cole Anthony\anthoco01,PG,20,ORL,29,17,26.4,4.1,11.0,.373,1.0,3.3,.299,3.1,7.7,.405,.418,1.8,2.2,.841,0.9,3.6,4.5,3.9,0.7,0.4,1.9,2.1,11.0
17,OG Anunoby\anunoog01,SF,23,TOR,36,36,33.0,5.3,11.3,.473,2.2,5.8,.386,3.1,5.5,.563,.571,1.7,2.3,.753,1.4,4.3,5.7,2.0,1.6,0.7,1.8,2.8,14.6
18,Ryan Arcidiacono\arcidry01,PG,26,CHI,31,0,10.7,1.1,2.8,.379,0.5,1.6,.314,0.5,1.2,.472,.471,0.4,0.5,.750,0.1,1.4,1.5,1.4,0.2,0.0,0.2,1.1,3.0
19,Trevor Ariza\arizatr01,SF,35,MIA,13,10,24.8,2.3,6.9,.333,1.1,3.8,.280,1.2,3.1,.400,.411,1.2,1.6,.762,0.5,3.4,3.8,1.5,0.7,0.6,0.5,1.5,6.9
20,D.J. Augustin\augusdj01,PG,33,TOT,51,6,19.2,2.2,5.6,.385,1.3,3.5,.374,0.8,2.1,.402,.502,1.4,1.5,.932,0.4,1.3,1.6,3.3,0.5,0.0,1.1,1.0,7.0
20,D.J. Augustin\augusdj01,PG,33,MIL,37,6,19.3,1.9,5.2,.370,1.3,3.5,.380,0.6,1.7,.349,.497,1.0,1.1,.900,0.3,1.1,1.4,3.0,0.5,0.0,0.9,0.9,6.1
20,D.J. Augustin\augusdj01,PG,33,HOU,14,0,19.1,2.8,6.7,.415,1.3,3.6,.360,1.5,3.1,.477,.511,2.4,2.4,.971,0.5,1.8,2.3,4.0,0.4,0.0,1.5,1.3,9.2
21,Deni Avdija\avdijde01,SF,20,WAS,49,27,23.3,2.4,5.8,.416,1.0,3.2,.325,1.4,2.6,.527,.505,0.6,0.9,.643,0.4,4.5,4.9,1.2,0.6,0.2,0.6,2.7,6.4
22,Deandre Ayton\aytonde01,C,22,PHO,54,54,30.5,6.5,10.5,.620,0.1,0.4,.200,6.4,10.1,.636,.624,1.9,2.6,.750,3.3,7.5,10.8,1.4,0.5,1.1,1.7,2.9,15.0
23,Udoka Azubuike\azubuud01,C,21,UTA,12,0,4.1,0.3,0.6,.571,0.0,0.0,,0.3,0.6,.571,.571,0.3,0.5,.667,0.3,0.8,1.1,0.0,0.1,0.3,0.3,0.7,1.0
24,Dwayne Bacon\bacondw01,SG,25,ORL,54,36,25.5,3.8,9.6,.393,0.9,3.0,.304,2.9,6.7,.433,.440,1.8,2.1,.836,0.3,2.7,3.1,1.2,0.5,0.1,0.6,1.6,10.3
25,Marvin Bagley III\baglema01,PF,21,SAC,37,37,25.7,5.6,11.2,.502,0.9,2.6,.354,4.7,8.6,.547,.543,1.6,2.9,.560,2.5,5.0,7.4,0.9,0.5,0.5,1.3,2.4,13.9
26,LaMelo Ball\ballla01,PG,19,CHO,41,21,28.6,5.8,12.8,.451,2.0,5.3,.375,3.8,7.6,.503,.528,2.4,3.0,.789,1.3,4.5,5.9,6.1,1.6,0.3,2.8,2.8,15.9
27,Lonzo Ball\balllo01,PG,23,NOP,41,41,31.7,5.2,12.3,.424,3.1,8.1,.384,2.1,4.2,.500,.550,0.9,1.2,.792,0.6,3.6,4.2,5.7,1.4,0.6,2.0,2.0,14.5
28,Mo Bamba\bambamo01,C,22,ORL,32,0,12.3,2.6,5.4,.486,0.8,2.0,.385,1.8,3.4,.546,.558,0.6,1.0,.606,1.3,2.9,4.3,0.5,0.2,1.0,0.6,1.7,6.7
29,Desmond Bane\banede01,SG,22,MEM,48,11,22.4,3.6,7.5,.475,1.8,3.9,.454,1.8,3.7,.497,.591,0.6,0.8,.811,0.4,2.8,3.1,1.5,0.7,0.2,1.0,1.9,9.5
30,Harrison Barnes\barneha02,PF,28,SAC,51,51,36.2,5.3,10.9,.487,1.5,4.1,.360,3.8,6.8,.565,.556,3.4,4.2,.825,1.2,5.6,6.7,3.5,0.8,0.2,1.5,1.3,15.5
31,RJ Barrett\barrerj01,SG,20,NYK,55,55,34.0,6.5,14.5,.450,1.4,3.7,.378,5.1,10.9,.474,.497,3.0,4.1,.735,1.0,4.7,5.7,3.0,0.8,0.3,2.0,2.6,17.4
32,Will Barton\bartowi01,SF,30,DEN,51,47,31.4,4.7,10.9,.432,1.7,4.5,.379,3.0,6.4,.469,.511,1.6,2.0,.779,0.7,3.4,4.2,3.2,0.9,0.4,1.7,1.7,12.8
33,Keita Bates-Diop\bateske01,SF,25,SAS,17,0,7.2,0.8,2.1,.371,0.3,0.9,.333,0.5,1.2,.400,.443,0.4,0.6,.700,0.3,0.9,1.2,0.4,0.4,0.1,0.1,0.4,2.2
34,Nicolas Batum\batumni01,SF,32,LAC,53,38,28.4,3.0,6.5,.466,1.8,4.3,.419,1.2,2.2,.560,.605,0.8,1.0,.843,0.8,4.1,5.0,2.3,1.1,0.5,0.8,1.6,8.6
35,Aron Baynes\baynear01,C,34,TOR,50,31,18.2,2.4,5.6,.431,0.4,1.9,.237,2.0,3.8,.527,.470,0.5,0.7,.730,1.7,3.4,5.1,0.9,0.3,0.4,0.9,2.3,5.8
36,Kent Bazemore\bazemke01,SF,31,GSW,52,3,17.4,2.3,5.1,.442,1.0,2.4,.400,1.3,2.7,.479,.536,0.7,1.0,.704,0.4,2.6,3.0,1.6,0.9,0.5,1.1,2.2,6.2
37,Darius Bazley\bazleda01,PF,20,OKC,38,38,30.8,4.4,11.2,.396,1.5,5.1,.297,2.9,6.0,.480,.465,1.5,2.2,.687,0.6,6.8,7.4,1.6,0.5,0.6,1.9,0.9,11.9
38,Bradley Beal\bealbr01,SG,27,WAS,44,44,35.3,10.9,22.5,.485,2.2,6.4,.344,8.7,16.1,.541,.534,6.9,7.8,.894,1.2,3.7,4.8,4.8,1.2,0.4,3.3,2.4,31.0
39,Malik Beasley\beaslma01,SG,24,MIN,37,36,32.8,7.1,16.2,.440,3.5,8.7,.399,3.7,7.5,.487,.547,1.8,2.2,.850,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7,19.6
40,Jordan Bell\belljo01,C,26,WAS,3,1,16.7,1.7,5.0,.333,0.0,0.7,.000,1.7,4.3,.385,.333,0.0,0.0,,1.7,3.7,5.3,1.7,0.3,1.0,1.0,1.3,3.3
41,DeAndre' Bembry\bembrde01,SF,26,TOR,37,11,18.2,2.2,4.0,.544,0.2,0.9,.273,1.9,3.1,.621,.574,0.7,1.1,.667,0.6,2.0,2.6,2.0,0.8,0.4,1.2,1.6,5.3
42,Dāvis Bertāns\bertada01,PF,28,WAS,40,5,24.5,3.3,8.2,.402,2.9,7.3,.396,0.4,0.9,.457,.579,1.6,1.9,.867,0.4,2.6,3.0,0.9,0.6,0.2,0.6,2.5,11.1
43,Patrick Beverley\beverpa01,PG,32,LAC,31,31,23.4,2.6,6.1,.432,1.7,4.0,.416,1.0,2.1,.462,.568,1.1,1.3,.805,0.9,2.7,3.6,2.1,0.8,0.8,0.9,3.1,8.0
44,Saddiq Bey\beysa01,SF,21,DET,52,35,25.1,3.6,8.8,.411,2.3,6.0,.382,1.3,2.8,.473,.541,1.6,1.8,.884,0.5,3.4,4.0,1.3,0.7,0.1,0.8,1.7,11.2
45,Tyler Bey\beyty01,SF,22,DAL,11,0,3.5,0.4,1.1,.333,0.0,0.1,.000,0.4,1.0,.364,.333,0.2,0.4,.500,0.5,0.7,1.2,0.1,0.0,0.1,0.0,0.4,0.9
46,Khem Birch\birchkh01,C,28,TOT,50,5,19.9,2.0,4.4,.461,0.1,0.5,.217,1.9,3.9,.490,.473,1.3,1.8,.722,2.4,2.7,5.1,1.1,0.7,0.6,0.5,1.4,5.4
46,Khem Birch\birchkh01,C,28,ORL,48,5,19.8,2.0,4.4,.450,0.1,0.4,.190,1.9,3.9,.479,.459,1.3,1.8,.741,2.4,2.6,5.1,1.1,0.7,0.6,0.5,1.4,5.3
46,Khem Birch\birchkh01,C,28,TOR,2,0,21.5,3.5,5.0,.700,0.5,1.0,.500,3.0,4.0,.750,.750,1.0,2.5,.400,2.5,3.5,6.0,0.0,1.0,0.5,1.0,1.0,8.5
47,Goga Bitadze\bitadgo01,C,21,IND,34,1,11.0,1.9,4.1,.464,0.4,1.4,.245,1.5,2.6,.584,.507,0.7,1.0,.714,1.3,1.7,3.0,0.7,0.2,1.2,0.4,1.9,4.9
48,Bismack Biyombo\biyombi01,C,28,CHO,49,29,21.2,2.3,3.9,.581,0.0,0.0,.000,2.3,3.9,.584,.581,0.8,1.7,.482,2.0,3.2,5.3,1.3,0.3,1.1,1.0,2.3,5.4
49,Nemanja Bjelica\bjeline01,PF,32,TOT,33,1,15.8,2.4,5.3,.448,0.6,2.2,.270,1.8,3.0,.580,.506,1.0,1.4,.733,0.8,2.7,3.5,1.8,0.3,0.1,0.9,1.9,6.3
49,Nemanja Bjelica\bjeline01,PF,32,SAC,26,1,16.9,2.7,5.8,.460,0.7,2.2,.293,2.0,3.5,.565,.517,1.2,1.6,.762,0.9,2.9,3.8,1.9,0.3,0.1,1.1,1.8,7.2
49,Nemanja Bjelica\bjeline01,PF,32,MIA,7,0,11.6,1.3,3.4,.375,0.4,2.3,.188,0.9,1.1,.750,.438,0.1,0.4,.333,0.1,2.0,2.1,1.3,0.3,0.3,0.4,2.0,3.1
50,Eric Bledsoe\bledser01,SG,31,NOP,53,52,30.2,4.2,10.2,.408,1.8,5.2,.352,2.3,5.0,.466,.497,1.8,2.5,.720,0.4,3.0,3.4,3.8,0.7,0.3,1.6,1.6,11.9
51,Keljin Blevins\blevike01,SF,25,POR,10,0,5.1,0.2,1.4,.143,0.0,0.5,.000,0.2,0.9,.222,.143,0.0,0.0,,0.0,0.2,0.2,0.4,0.2,0.0,0.3,0.4,0.4
52,Bogdan Bogdanović\bogdabo01,SG,28,ATL,30,13,27.3,5.0,11.1,.452,2.7,6.5,.410,2.4,4.6,.511,.572,0.9,1.0,.900,0.6,3.0,3.6,2.9,0.8,0.3,1.1,2.1,13.6
53,Bojan Bogdanović\bogdabo02,SF,31,UTA,55,55,30.4,5.0,11.9,.419,2.4,6.2,.384,2.6,5.7,.457,.519,2.9,3.3,.867,0.6,3.4,4.0,1.8,0.5,0.1,1.4,1.6,15.2
54,Bol Bol\bolbo01,PF,21,DEN,22,2,5.1,0.9,1.8,.487,0.4,0.9,.474,0.5,0.9,.500,.603,0.2,0.4,.556,0.0,0.7,0.7,0.3,0.1,0.4,0.4,0.5,2.4
55,Marques Bolden\boldema01,C,22,CLE,6,0,4.8,0.2,0.5,.333,0.0,0.0,,0.2,0.5,.333,.333,0.8,1.3,.625,0.5,0.5,1.0,0.0,0.3,0.3,0.3,0.0,1.2
56,Jordan Bone\bonejo01,PG,23,ORL,14,0,14.0,1.6,3.9,.426,0.7,2.3,.313,0.9,1.6,.591,.519,0.0,0.0,,0.3,1.4,1.7,1.3,0.1,0.0,0.2,0.8,4.0
57,Isaac Bonga\bongais01,SF,21,WAS,33,7,11.2,0.8,2.1,.382,0.4,1.2,.308,0.4,0.9,.483,.471,0.1,0.2,.500,0.5,1.3,1.8,0.6,0.3,0.2,0.5,1.6,2.0
58,Devin Booker\bookede01,SG,24,PHO,50,50,33.8,9.4,19.2,.490,2.1,5.9,.352,7.3,13.3,.550,.543,4.9,5.6,.862,0.4,3.8,4.2,4.5,0.9,0.3,3.3,2.9,25.7
59,Chris Boucher\bouchch01,C,28,TOR,55,10,23.7,4.8,9.3,.517,1.5,3.8,.383,3.3,5.5,.610,.595,2.5,3.2,.784,1.9,4.6,6.5,1.1,0.6,1.9,0.7,2.7,13.5
60,Brian Bowen\bowenbr02,SF,22,IND,5,0,2.4,0.2,0.6,.333,0.0,0.0,,0.2,0.6,.333,.333,0.2,0.2,1.000,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.6
61,Avery Bradley\bradlav01,SG,30,TOT,19,3,21.7,2.7,6.5,.415,1.3,3.7,.352,1.4,2.7,.500,.516,0.5,0.7,.769,0.3,1.8,2.1,1.6,0.6,0.1,0.8,2.3,7.2
61,Avery Bradley\bradlav01,SG,30,MIA,10,1,21.1,3.1,6.6,.470,1.6,3.8,.421,1.5,2.8,.536,.591,0.7,0.9,.778,0.2,1.6,1.8,1.4,0.7,0.1,0.9,2.6,8.5
61,Avery Bradley\bradlav01,SG,30,HOU,9,2,22.4,2.2,6.3,.351,1.0,3.7,.273,1.2,2.7,.458,.430,0.3,0.4,.750,0.3,2.1,2.4,1.8,0.4,0.1,0.8,1.9,5.8
62,Tony Bradley\bradlto01,C,23,TOT,29,8,16.1,2.9,4.4,.656,0.0,0.1,.000,2.9,4.3,.672,.656,0.7,1.0,.679,2.0,3.8,5.8,0.9,0.3,0.8,0.7,1.6,6.4
62,Tony Bradley\bradlto01,C,23,PHI,20,8,14.4,2.6,3.8,.680,0.0,0.1,.000,2.6,3.7,.689,.680,0.4,0.6,.636,2.0,3.3,5.2,0.9,0.3,0.7,0.3,1.4,5.5
62,Tony Bradley\bradlto01,C,23,OKC,9,0,19.9,3.7,5.9,.623,0.0,0.2,.000,3.7,5.7,.647,.623,1.3,1.9,.706,2.2,5.0,7.2,1.1,0.3,1.0,1.4,1.9,8.7
63,Jarrell Brantley\brantja01,PF,24,UTA,18,0,4.4,0.8,1.7,.500,0.4,1.0,.389,0.4,0.7,.667,.617,0.1,0.1,1.000,0.3,0.7,1.1,0.3,0.2,0.1,0.1,0.7,2.2
64,Ignas Brazdeikis\brazdig01,SF,22,TOT,5,0,3.0,0.0,0.8,.000,0.0,0.2,.000,0.0,0.6,.000,.000,0.4,0.4,1.000,0.2,0.6,0.8,0.2,0.0,0.0,0.2,0.0,0.4
64,Ignas Brazdeikis\brazdig01,SF,22,NYK,4,0,1.8,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.5,0.5,1.000,0.3,0.3,0.5,0.3,0.0,0.0,0.3,0.0,0.5
64,Ignas Brazdeikis\brazdig01,SF,22,PHI,1,0,8.0,0.0,3.0,.000,0.0,1.0,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Mikal Bridges\bridgmi01,SF,24,PHO,54,54,32.0,4.8,9.3,.522,1.7,4.2,.405,3.1,5.1,.619,.614,1.5,1.9,.822,1.1,3.4,4.6,2.2,0.9,0.9,0.8,1.6,12.9
66,Miles Bridges\bridgmi02,PF,22,CHO,53,7,27.6,4.0,7.9,.502,1.4,3.7,.381,2.6,4.3,.606,.590,1.3,1.5,.875,1.3,4.5,5.8,2.0,0.6,0.7,1.6,2.1,10.7
67,Oshae Brissett\brissos01,SF,22,IND,3,0,2.0,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.0,0.7
68,Malcolm Brogdon\brogdma01,PG,28,IND,47,47,35.2,8.1,17.5,.460,2.7,6.7,.400,5.4,10.8,.497,.536,2.5,2.9,.861,0.9,3.9,4.8,5.9,1.0,0.2,2.1,2.0,21.3
69,Armoni Brooks\brookar01,SG,22,HOU,2,0,8.5,2.5,4.0,.625,2.0,3.5,.571,0.5,0.5,1.000,.875,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,7.0
70,Dillon Brooks\brookdi01,SF,25,MEM,49,49,29.5,6.2,15.1,.410,1.9,5.6,.342,4.3,9.5,.450,.473,2.2,2.6,.828,0.8,2.1,2.9,2.4,1.2,0.4,1.8,3.4,16.4
71,Bruce Brown\brownbr01,PG,24,BRK,50,31,22.0,3.4,6.4,.534,0.2,0.9,.244,3.2,5.5,.581,.551,1.3,1.7,.750,1.6,3.2,4.9,1.6,0.9,0.4,0.9,2.2,8.4
72,Jaylen Brown\brownja02,SG,24,BOS,51,51,34.2,9.1,18.8,.486,2.7,6.9,.397,6.4,11.9,.537,.558,3.3,4.3,.751,1.2,4.5,5.7,3.5,1.2,0.6,2.7,2.9,24.3
73,Moses Brown\brownmo01,C,21,OKC,25,14,20.6,3.3,5.9,.554,0.0,0.0,,3.3,5.9,.554,.554,2.1,3.4,.616,3.2,5.4,8.6,0.2,0.6,1.1,0.9,2.0,8.7
74,Sterling Brown\brownst02,SG,25,HOU,51,14,24.1,2.9,6.6,.448,1.8,4.2,.423,1.2,2.4,.492,.584,0.5,0.6,.806,0.7,3.6,4.4,1.4,0.7,0.2,0.8,1.9,8.2
75,Troy Brown Jr.\browntr01,SF,21,TOT,30,0,15.1,1.7,4.3,.400,0.7,2.2,.318,1.0,2.1,.484,.481,0.5,0.7,.700,0.6,2.5,3.1,0.9,0.3,0.2,0.6,1.5,4.6
75,Troy Brown Jr.\browntr01,SF,21,WAS,21,0,13.7,1.6,4.2,.371,0.7,2.2,.304,0.9,2.0,.442,.449,0.5,0.7,.667,0.5,2.4,2.9,0.9,0.1,0.2,0.8,1.4,4.3
75,Troy Brown Jr.\browntr01,SF,21,CHI,9,0,18.4,2.1,4.6,.463,0.8,2.2,.350,1.3,2.3,.571,.549,0.4,0.6,.800,0.8,2.9,3.7,1.0,0.6,0.2,0.3,1.8,5.4
76,Jalen Brunson\brunsja01,PG,24,DAL,49,11,25.6,4.8,9.2,.523,1.2,3.1,.392,3.6,6.1,.591,.590,2.0,2.5,.789,0.4,3.2,3.6,3.3,0.5,0.0,1.3,1.7,12.8
77,Thomas Bryant\bryanth01,C,23,WAS,10,10,27.1,5.9,9.1,.648,0.9,2.1,.429,5.0,7.0,.714,.698,1.6,2.4,.667,1.8,4.3,6.1,1.5,0.4,0.8,1.1,3.1,14.3
78,Reggie Bullock\bullore01,SF,29,NYK,48,47,27.7,3.4,8.1,.424,2.2,5.6,.394,1.2,2.5,.492,.560,0.6,0.7,.886,0.2,3.1,3.3,1.4,0.8,0.2,0.7,2.2,9.7
79,Trey Burke\burketr01,PG,28,DAL,49,0,14.3,2.4,5.4,.444,1.0,2.7,.362,1.4,2.8,.522,.532,0.7,0.8,.850,0.1,0.8,0.9,1.3,0.6,0.1,0.5,1.0,6.5
80,Alec Burks\burksal01,SG,29,NYK,43,5,25.9,4.1,10.0,.410,2.0,4.9,.403,2.1,5.1,.416,.508,2.2,2.5,.861,0.4,4.0,4.4,2.2,0.7,0.3,1.0,2.1,12.4
81,Jimmy Butler\butleji01,SF,31,MIA,39,39,33.8,7.1,14.4,.494,0.5,2.1,.238,6.6,12.4,.536,.511,6.7,7.8,.853,1.9,5.3,7.2,7.2,2.1,0.4,2.2,1.4,21.4
82,Bruno Caboclo\cabocbr01,PF,25,HOU,6,0,6.0,1.3,2.8,.471,0.0,0.8,.000,1.3,2.0,.667,.471,0.2,0.3,.500,0.5,1.8,2.3,0.2,0.0,0.3,0.7,1.0,2.8
83,Devontae Cacok\cacokde01,PF,24,LAL,15,1,5.1,1.1,1.7,.640,0.0,0.0,,1.1,1.7,.640,.640,0.2,0.5,.429,0.7,1.2,1.9,0.1,0.3,0.3,0.3,0.5,2.3
84,Kentavious Caldwell-Pope\caldwke01,SG,27,LAL,51,51,27.1,3.1,7.2,.429,1.6,4.0,.416,1.4,3.2,.445,.544,1.2,1.5,.851,0.5,2.2,2.7,1.6,0.7,0.3,1.1,1.6,9.0
85,Facundo Campazzo\campafa01,PG,29,DEN,48,4,18.7,1.6,4.1,.385,1.1,2.8,.378,0.5,1.3,.400,.515,0.9,1.0,.837,0.3,1.3,1.5,2.8,1.0,0.2,1.0,2.0,5.0
86,Vlatko Čančar\cancavl01,PF,23,DEN,28,0,5.6,0.5,1.3,.417,0.2,0.7,.263,0.4,0.6,.588,.486,0.2,0.2,.833,0.2,0.9,1.0,0.3,0.3,0.1,0.4,0.5,1.4
87,Devin Cannady\cannade01,PG,24,ORL,3,0,4.3,1.0,2.3,.429,0.7,1.7,.400,0.3,0.7,.500,.571,2.0,2.3,.857,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.7,4.7
88,Clint Capela\capelca01,C,26,ATL,48,48,30.1,6.6,11.0,.600,0.0,0.0,,6.6,11.0,.600,.600,2.1,3.6,.593,4.7,9.6,14.2,0.9,0.7,2.2,1.3,2.3,15.4
89,Vernon Carey Jr.\careyve01,C,19,CHO,10,0,3.3,0.3,0.8,.375,0.0,0.4,.000,0.3,0.4,.750,.375,0.2,0.3,.667,0.2,0.8,1.0,0.1,0.0,0.2,0.3,0.2,0.8
90,Jevon Carter\carteje01,PG,25,PHO,42,0,10.7,1.2,3.2,.391,0.8,2.2,.351,0.5,0.9,.487,.515,0.0,0.0,1.000,0.2,1.2,1.5,1.2,0.4,0.2,0.2,1.0,3.3
91,Wendell Carter Jr.\cartewe01,C,21,TOT,41,31,25.3,4.3,8.2,.522,0.2,0.9,.286,4.0,7.4,.550,.537,2.6,3.5,.743,2.3,5.6,7.9,2.1,0.7,0.8,1.6,2.8,11.4
91,Wendell Carter Jr.\cartewe01,C,21,CHI,32,25,24.8,4.0,7.9,.512,0.3,0.7,.364,3.8,7.2,.526,.528,2.6,3.5,.739,2.2,5.6,7.8,2.2,0.6,0.8,1.5,3.0,10.9
91,Wendell Carter Jr.\cartewe01,C,21,ORL,9,6,27.1,5.2,9.4,.553,0.2,1.4,.154,5.0,8.0,.625,.565,2.8,3.7,.758,2.9,5.4,8.3,1.9,1.0,1.1,1.7,2.2,13.4
92,Michael Carter-Williams\cartemi01,SG,29,ORL,30,24,25.8,3.3,8.6,.384,0.5,1.9,.241,2.8,6.7,.425,.411,1.6,2.5,.618,1.3,3.1,4.4,4.2,0.8,0.5,2.2,2.7,8.6
93,Alex Caruso\carusal01,PG,26,LAL,45,0,20.5,2.1,4.9,.429,1.0,2.3,.423,1.1,2.6,.435,.530,0.8,1.2,.655,0.5,2.5,3.0,2.6,1.2,0.2,1.2,1.8,6.0
94,Willie Cauley-Stein\caulewi01,C,27,DAL,36,11,16.9,2.2,3.6,.617,0.0,0.2,.125,2.2,3.3,.650,.621,0.9,1.4,.660,1.1,3.1,4.2,0.7,0.3,0.8,0.5,2.3,5.3
95,Chris Chiozza\chiozch01,PG,25,BRK,22,1,10.5,1.4,4.0,.352,0.6,1.9,.310,0.8,2.1,.391,.426,0.6,0.8,.765,0.1,1.0,1.1,3.0,0.3,0.3,0.7,0.9,4.0
96,Marquese Chriss\chrisma01,PF,23,GSW,2,0,13.5,2.5,7.0,.357,0.5,2.5,.200,2.0,4.5,.444,.393,1.0,2.0,.500,1.5,5.0,6.5,1.0,0.0,1.0,1.0,1.5,6.5
97,Gary Clark\clarkga01,SF,26,TOT,37,11,17.3,1.1,3.5,.305,0.8,2.9,.287,0.2,0.6,.391,.424,0.2,0.3,.800,0.9,2.2,3.1,0.8,0.3,0.2,0.5,0.9,3.2
